X,Y,Z,Name,Description,Season,Episode,BroadcastDate,Link,,,,,,,
-122.7318295,45.5723885,0,20.12 Hummingbird Flight,"Hummingbirds aren't just fun to watch, they're also on the cutting edge of science. The Oregon Field Guide team heads to the University Portland campus to see how scientists are studying hummingbird flight. Their research is being used in both sports medicine, and robotics. In the future tiny robotic vehicles using characteristics from hummingbird flight could be used for surveillance or in search and rescue operations.",20,12,2/26/09,,,,,,,,
-118.7967503,43.3272293,0,20.12 Malheur Refuge Carp,"As the Malheur National Wildlife Refuge turns 100 years old it faces a serious crisis. An invasion by hundreds of thousands of carp threatens this linchpin in the Pacific Flyway. Trumpeter Swan, Whitefaced Ibis and Egrets are just a few of the many birds you can see at the Malheur refuge. Sadly you will not see many birds at Malheur lake as it has been overrun by introduced carp, but efforts are underway to help prevent further habitat loss.",20,12,2/26/09,,,,,,,,
-122.1678286,46.1923157,0,20.12 Return to Mount St. Helens,"After three years of continuous eruption, Mount St. Helens has gone quiet but has not stopped changing. A new glacier has formed in the mouth of the crater and continues to expand. Scientists from the US Geological Survey have deployed a variety of equipment, allowing them to constantly monitor this dynamic environment. Take a rare trip into the crater to see what scientists continue to learn from the Northwest's most active volcano.",20,12,2/26/09,,,,,,,,
-122.6269958,45.4903256,0,20.13 Cats and Birds,"Find out the truth about cats and birds in the Portland metro area. The Oregon Field guide crew introduces you to Bob Sallinger (Conservation Director for the Audubon Society of Portland), and the Audubon's rescue efforts to save wild song birds from cat predation. To help prevent the thousands of song bird attacks per year. Audubon and the Oregon Feral Cat Coalition have teamed up to promote a Spay/Neuter program.",20,13,3/19/09,,,,,,,,
-124.0536188,46.9238469,0,20.13 Multibeam Sonar,We head into the ocean for a look at new technology designed to keep our coastline safe for seagoing vessels. See how NOAA (The National Oceanic and Atmospheric Administration) is mapping the coastline off Oregon's coast using multibeam sonar. Join the crew of the research vessel Rainer as they plot the depths of the Columbia River Bar and Grays Harbor in Washington state. As well as the historic wreck of the Admiral Benson passenger ship.,20,13,3/19/09,,,,,,,,
-123.6251695,44.4928164,0,20.13 Spotted Owl Follow-Up,"The spotted owl may have retreated from the headlines, but it's still in deep trouble. One of the biggest threats? An invasion of east coast barred owl. But a new plan takes aim, literally, at the invaders. will Oregon tolerate shooting one owl to save another?",20,13,3/19/09,,,,,,,,
-116.8707814,45.1528257,0,20.14 Eagle Cap Extreme,"A GRUELING TWO DAY, 200 MILE DOGSLED RACE IN THE WALLOWA MTNS. THE EAGLE CAP EXTREME IS OREGON’S ONLY IDITAROD-QUALIFYING DOGSLED RACE.  ",20,14,3/26/09,,,,,,,,
-122.6602053,45.5063528,0,20.14 Portland Biking,PORTLAND BOASTS MORE BICYCLE RIDERS THAN MOST U.S. CITIES SO IT'S NO WONDER CITY PLANNERS ARE DOING ALL THEY CAN TO MAKE THE AREA AS BIKE FRIENDLY AS POSSIBLE.,20,14,3/26/09,,,,,,,,
-120.5534403,42.7614476,0,20.14 Summer Lake Revisit,ARCHAEOLOGISTS RETURN TO CENTRAL OREGON'S PAISLEY CAVE TO RECOVER MORE EVIDENCE OF NORTH AMERICA’S FIRST OCCUPANTS AND HOW THEY LIVED.  ,20,14,3/26/09,,,,,,,,
-120.5035944,45.1034017,0,21.01 Crossing the Urban Rural Divide,"In 2005, just as it seemed Oregon's urban-rural divide had grown into an unbridgeable chasm, a handful of ranchers from rural Grant county did the unexpected. They invited kids from Portland's Sunnyside Environmental school to live and work along side them and see their side of life. The Urban-Rural exchange has continued every year since.",21,1,10/8/09,,,,,,,,
-123.2676071,44.5788954,0,21.02 Bluebird Lady,Elsie Elzroth is one very dedicated woman. She has spent most of her life helping restore bluebird populations to the Corvallis area.,21,2,10/15/09,,,,,,,,
-122.1548938,45.4443789,0,21.02 Bull Run,"The ancient forest that surrounds Portland's Bull Run water supply is off limits to logging after decades of controversy- but questions loom large over fire, climate change, and the risk of leaving a water supply untreated in one of the most pristine watersheds in the nation.",21,2,10/15/09,,,,,,,,
-122.7606047,45.6113763,0,21.02 Streaked Horn Lark,"This ground nesting species probably should be extinct by now except that, surprisingly, it has survived in the Portland area because of industrial development.",21,2,10/15/09,,,,,,,,
-122.6605287,45.4576043,0,21.03 Boat Building,"It takes an expert to build a traditional, seaworthy boat from scratch, right? See how a group of complete amateurs come together to hand-build a traditional style 12 person skin-on-frame ""umiak""..... in just one week. ",21,3,10/22/09,,,,,,,,
-122.4453941,47.6115473,0,21.03 Six-gill Sharks,Sharks which normally spend their lives at the bottom of the world's deepest oceans have been found living in the relatively shallow waters of Puget Sound. Recreational divers and researchers lure sixgill sharks in for up close encounters. It's believed Puget Sound is a sixgill shark nursery: a safe place to give birth and raise hundreds or perhaps a thousand or more young sharks. There has never been a report of a sixgill attack on a human.,21,3,10/22/09,,,,,,,,
-124.0624657,44.6420249,0,21.03 Tsunami Update,"There�s research to show that the tsunami risk is far more severe than scientists previously thought.   We look at Indian oral tradition recounting tsunamis that seem eerily accurate in light of new research.   We look at the evidence that proves the risk is great, and what is being done about it in coastal communities. ",21,3,10/22/09,,,,,,,,
-123.7735869,43.991769,0,21.04 Knowles Creek Update,"The number of juvenile coho have tripled since restoration began in Knowles Creek in 1992. 17 years after the controversial project, the scientists who defied conventional wisdom demonstrate how well the project has worked.",21,4,10/29/09,,,,,,,,
-121.5529579,44.2960183,0,21.04 Vultures,"Turkey Vultures are among the smartest birds in the worlds. Join Oregon�s foremost raptor expert, Jim Anderson, as he takes us on a comical journey from caves to canyons to a roadkill graveyard, all in search of a bird most people dismiss as �just plain ugly�. No, they�re not pretty, and yes, they eat food only after its long dead and stinky, but think about it� what would our world be like it all that dead stuff were left lying around?",21,4,10/29/09,,,,,,,,
-124.092532,44.464842,0,21.04 Wave Power Update,Update on OSU project to use ocean waves off Oregon to generate power.,21,4,10/29/09,,,,,,,,
-121.6171046,44.5947001,0,21.05 Forest Thinning,"In Oregon's central Cascades along the Metolius river, timber harvesters and conservation groups are working together to find a better way to maintain the forests and prevent catastrophic forest fires. The process of selectively thinning restores the health of the forest and provides economic benefits to timber harvesters.",21,5,11/5/09,,,,,,,,
-123.4082953,42.1057285,0,21.05 Oregon Cave Cleanup,Volunteer cleaners nit pick the Oregon Caves.  Even lint and hair contaminates and alters the sensitive cave ecosystem. ,21,5,11/5/09,,,,,,,,
-122.7024779,45.5269164,0,21.05 Portland Stairways,We'll explore the fascinating history of Portland's hidden and not-so-hidden public stairways.,21,5,11/5/09,,,,,,,,
-117.3476715,45.4423655,0,21.06 Bending the Wallowa River,"The Wallowa River bends again at the 6 Ranch near Enterprise, Oregon. It had been straight for a century. The ranch sacrificed some pasture to restore the river to a more natural path in order to restore endangered fish.",21,6,11/12/09,,,,,,,,
-122.6879127,45.400237,0,21.06 Golf Clinic,ENJOY A LITTLE TIME ON THE GREENS WITH SOME ENTHUSIASTIC GOLFERS WITH SPECIAL NEEDS.,21,6,11/12/09,,,,,,,,
-122.6751648,45.3474002,0,21.06 Invasive Species Rapid Response,Invasive garlic mustard and Japanese Knotweed are washing like a tide over the west hills toward the Tualitan River. But one Tualatin basin agency is reaching beyond their jurisdiction and sending foot soldiers out to beat back the invaders before they infest the watershed.,21,6,11/12/09,,,,,,,,
-122.7018958,45.3810396,0,21.06 Invasive Species Rapid Response,Invasive garlic mustard and Japanese Knotweed are washing like a tide over the west hills toward the Tualatin River. But one Tualatin basin agency is reaching beyond their jurisdiction and sending foot soldiers out to beat back the invaders before they infest the watershed.,21,6,11/12/09,,,,,,,,
-122.719128,45.5494902,0,21.06 Steep Hill Ride,"2 Portland guys decide to challenge some friends to a torturous bike ride. 500 cyclists turn out for an insane challenge riding up the steepest hills in Portland. The De Ronde Van Oeste Portlandia, or Tour of West Portland, emulates an equally steep ride Belgium. ",21,6,11/12/09,,,,,,,,
-123.9773756,45.2121631,0,"21.07 Bryan Bates, Surfer",We head to Pacific City to learn more about the growing community of hardcore surfers.,21,7,11/19/09,,,,,,,,
-123.8639219,43.7277991,0,21.07 Devil's Staircase,"WE HEAD INTO THE HEART OF OREGON'S COASTAL RAINFOREST FOR A ONE-OF-A-KIND TRIP TO THE DEVIL'S STAIRCASE, ONE OF THE MORE BEAUTIFUL BUT INACCESSIBLE SPOTS IN THE COAST RANGE.",21,7,11/19/09,,,,,,,,
-123.2228188,45.489617,0,21.07 Hagg Lake Expansion,"Washington County wants to expand Hagg Lake to secure enough water for the next 50 years of growth. After years of planning, they’ve hit an expensive snag. New tests show the current dam does not meet today’s standards for earthquake safety.",21,7,11/19/09,,,,,,,,
-122.5399316,45.2836868,0,21.08 Geocaching,"Treasure hunting with the help of satellites has swept the planet in just 9 years since it was invented in 2000. Geocaching has attracted players world wide from kids to senior citizens. Learn how to geocache and visit the birthplace of this new global sport, in Oregon.",21,8,2/4/10,,,,,,,,
-124.0788213,44.6741703,0,21.08 Murres and Eagles,"Researchers believe not a single common murre chick has been raised on Oregon’s north coast for the last several years. They blame the catastrophic failure on the resurgence of bald eagles. No longer endangered, eagles are thriving and attack breeding murres on an almost daily basis.",21,8,2/4/10,,,,,,,,
-120.6050868,45.6477462,0,21.08 Wind Turbines and Bats,"Wind energy is promoted as clean, green and renewable. But wind turbines are killing thousands of bats. Scientists are learning why, what can be done, and what it might mean for the future of wind development in Oregon ",21,8,2/4/10,,,,,,,,
-123.9183428,46.1661091,0,21.09 Ethanol,"If you own a boat that runs on gas, maintaining your boat has changed dramatically since the State of Oregon mandated ethanol blend at the pumps",21,9,2/11/10,,,,,,,,
-122.7426259,45.5198312,0,21.09 Forest Surveyors,"When we think of surveyors, we think about the guy along the road with a laser level. Well there’s another kind of surveyor who’s job is to hike into the wilderness, ensuring that the history of Oregon’s first statewide land survey from the 1800’s isn’t lost to time.",21,9,2/11/10,,,,,,,,
-117.2373929,45.1405936,0,21.09 Old Tree,"Join a 3-day journey deep into the Eagle Cap Wilderness in search of a truly ancient tree. Discovered on a dangerously steep mountain, the limber pine could be among the oldest trees in Oregon – and it’s still alive.",21,9,2/11/10,,,,,,,,
-122.6334112,45.539583,0,21.10 Green Roofs,"Portland hopes to capture some of the 10 billion gallons of rain that flows off 12,000 acres of roofs in the city by promoting eco-roofs. The city and Oregon State University find roofs covered in plants and soil soak up and hold 40 to 55% of the rain that would normally run down storm drains.",21,10,2/18/10,,,,,,,,
-124.7348486,48.3906751,0,21.10 Ocean Acidification,"Increasing Co2 emissions aren't just affecting the atmosphere, they’re also turning the ocean more acidic. Ocean acidification could have consequences for all ocean life, but its the shellfish seem to be getting hit the hardest.",21,10,2/18/10,,,,,,,,
-122.7923549,45.5766915,0,21.10 Pygmy Owls,"A tiny, seldom seen bird is discovered alive and well in an unexpected place. Join a biologist who spent more than 300 days tracking dozens of elusive pygmy owls in the middle of city of Portland. They live in Forest Park.",21,10,2/18/10,,,,,,,,
-123.7619131,46.0963179,0,21.11 Brown Pelicans,"The brown pelican has rebounded so successfully, the government has removed it from the endangered species list. Today, the largest pelican roost site in the Northwest sits in Oregon. But when thousands of pelicans lingered too long, winter storms caused severe injuries. Volunteers with the Wildlife Center of the North Coast rushed to save them, nurse them and months later, release them to the wild. ",21,11,2/25/10,,,,,,,,
-122.976718,45.2895057,0,21.11 Oak Savannah,"Several endangered Oregon species, including the Kincaid's lupine, rely on oak savannah, a type of habitat that once covered a million acres in the Willamette Valley. Now only pockets of the distinctive landscape of huge oaks and open grassland remains.",21,11,2/25/10,,,,,,,,
-124.0857611,44.6282415,0,21.12 Dead Zone Update,"A one time dead zone off Oregon's coast turns out not to be an isolated incident. Oxygen levels are plummeting every summer now. Scientists deploy an army of sensors, including a diving robot explorer, to learn what’s changed in our ocean.",21,12,3/18/10,,,,,,,,
-124.0460025,44.61749,0,21.12 Sea Turtles,A TRIP TO THE OREGON COAST AQUARIUM FOR A LOOK AT WHAT IT TAKES STAFF AND VOLUNTEERS TO CARE FOR THOUSANDS OF ANIMALS.,21,12,3/18/10,,,,,,,,
-121.4537814,44.3405838,0,21.12 Whychus Creek,"THEN WE'RE OFF TO THE SISTER'S AREA TO SEE A CREEK, ONCE BADLY ABUSED, NOW being restored, and just in time for the return of salmon and steelhead.",21,12,3/18/10,,,,,,,,
-118.8448133,43.2665208,0,22.01 Birdathon,The Birdathon takes a team of 20 birders on a gonzo trip from the Malheur to the coast to spot as many bird species as they can in 48 hours.  It�s one of the most effective and unusual fundraisers we�ve ever come across.,22,1,10/7/10,,,,,,,,
-117.2846074,42.9500266,0,22.01 Cattle Rustling,CATTLE RUSTLING IS STILL GOING ON IN OREGON. BRANDING IS SUPPOSED TO HELP STOP IT...BUT IT’S NOT WORKING. CAN NEW TECHNOLOGY HELP TRACK CATTLE AND PREVENT THEFT?,22,1,10/7/10,,,,,,,,
-121.9421477,45.6439688,0,22.01 Sturgeon Balls,"The mega-fish of the Columbia River baffles the experts. They�re forming in giant, lazy �sturgeon balls� for no discernable reason. Discovered by accident by a camera sent for a dam inspection, scientists really don�t know what the sturgeon are doing.  Farther up the Columbia numbers of young sturgeon are dwindling.  The Yakama Nation is stepping in to help by spawning sturgeon in a brand new hatchery.",22,1,10/7/10,,,,,,,,
-122.7734722,45.5735674,0,22.02 Forest Park,"Portland's Forest Park is at risk from rampant invasive species, lack of funding and unexplained tree deaths. Now the 5,000 acre park faces its biggest potential change in two decades: mountain bikers want new trails for single track cycling. The city is required to protect nature while balancing demands for more recreation. Every generation seems to face another dispute about this land, dating to the very idea of the park in 1903.",22,2,10/14/10,,,,,,,,
-119.0352746,43.5845362,0,22.03 Burns Roundup And Branding,WE FOLLOW A BOY FROM THE CITY LEARNING THE WAYS OF THE OLD WEST AND THE TRADITIONAL BUCKAROO AS HE JOINS A ROUND-UP.,22,3,10/21/10,,,,,,,,
-124.1312998,44.8153704,0,22.03 Gray Whales,"Contrary to popular lore, the best time to see gray whales is late summer, not winter, along Oregon's coast. An unconventional scientist watches them when they come to eat, not when they migrate. Her research has shown they eat mysid shrimp which are present by the trillions in kelp beds just feet off shore.",22,3,10/21/10,,,,,,,,
,,,22.03 Landsailing,A couple of do it yourself landsailers have created some unique crafts that are perfect for racing across the wide open desert of the Alvord.,22,3,10/21/10,,,,,,,,
-120.2983504,44.7131146,0,22.04 Beaver Assisted Restoration,"BEAVERS IN CENTRAL OREGON ARE HARD AT WORK BRINGING SOME BATTERED WETLANDS BACK TO LIFE, RESTORING CREEKS AND SAVING SALMON.",22,4,10/28/10,,,,,,,,
-121.5079179,45.6936335,0,22.04 Fish Screens,"A STORY ABOUT A UNIQUE COLLABORATION BETWEEN FARMERS, CONSERVATIONISTS, SCIENTISTS, AND AGENCIES THAT CREATED A HOME-GROWN FISH SCREEN TECHNOLOGY THAT'S GETTING INTERNATIONAL ATTENTION.",22,4,10/28/10,,,,,,,,
-120.6026777,43.8438839,0,22.04 Juniper Control,"A single western juniper can suck 25 gallons of water out of the earth on a hot day. In eastern Oregon 9 million acres are now covered by these relentlessly thirsty trees, leaving the desert even drier than before. Ranchers and researchers believe removing many juniper by cutting or burning them may be the best solution.",22,4,10/28/10,,,,,,,,
-123.9708615,43.3752779,0,22.05 Log Drives,"Log drives banned 50 years ago have left hundreds of Oregon rivers and streams damaged. New research shows they still have not recovered from the ecological harm of floating millions of trees to market using splash dams. Oregon allowed log drives for nearly 70 years, ending in 1957. ",22,5,11/4/10,,,,,,,,
-117.2285788,45.4098628,0,22.05 Sharp-Tailed Grouse Update,"when we visited eastern Oregon 20 years ago to learn about the reintroduction of sharp-tailed grouse, things were looking good. But now the birds are in trouble, and biologists can only hope that some newly restored prairie might be enough to keep them from vanishing once again.  ",22,5,11/4/10,,,,,,,,
-123.1418329,46.8841161,0,22.05 Sustainable Prisons Project,"In 2003, Evergreen State College and Washington state’s Department of Corrections began teaming scientists with inmates. In 2010, this successful alliance is taking on large-scale habitat and endangered species restoration projects with partners like the US Army. But the environment is not the only beneficiary; education, environmental awareness and sustainability practices are changing the culture and economy of the state’s corrections system. ",22,5,11/4/10,,,,,,,,
-122.683592,45.5374186,0,22.06 Falcon Comeback,"In 1970 experts couldn’t find a single peregrine falcon in Oregon. 40 years later they are off the endangered species list thanks partly to a large number of nests right in the city of Portland, many on the largest, noisiest bridges. The falcons still face threats from intentional illegal hunting. The Audubon Society of Portland tracks and bands chicks born each year. ",22,6,11/11/10,,,,,,,,
-121.4012283,44.0602117,0,22.06 Lewis' Woodpeckers,"One of Oregon’s native birds, the Lewis’s Woodpecker, is also in trouble because of loss of habitat. We meet a woman who has made it her mission to help.",22,6,11/11/10,,,,,,,,
-118.1150164,45.4495254,0,22.07 Wolf Special,"OREGON FIELD GUIDE spent a year examining the plight of wolves and exploring what it means to live with America's most iconic predator How are officials managing wolves? Can they protect wolves even as poachers take their toll? Can ranchers coexist with wolves even as their livestock turn up dead? Will wolves bring a jolt to Oregon’s tourist economy as they have in Yellowstone? There are no easy answers. Yet wolves are forcing the hand of conservationists, ranchers and wildlife managers as the predators show up in ever-greater numbers.",22,7,11/18/10,,,,,,,,
-122.1332608,42.9544206,0,22.08 Diving Crater Lake,Recreational divers hike more than a mile for a rare scuba trip into Crater Lake. Their backbreaking journey takes them to breathtakingly clear water to see bizarre mystery moss around Wizard Island. The deep water peat moss has been dead more than 2000 years at “shallow” areas 40 feet down. But below 80 feet the moss is still alive and thriving.,22,8,2/3/11,,,,,,,,
-123.9597348,45.0194271,0,22.08 Pixieland Restored,"Pixieland created fond memories for a generation of Oregon children during the short time the amusement park survived on the coast. 3 decades later, the sensitive land Pixieland was built on returns to nature, restored as a natural tidal wetland for the benefit of fish and wildlife.",22,8,2/3/11,,,,,,,,
-122.6744484,45.5237879,0,22.08 Portland Mounted Patrol Unit,"Portland’s Mounted Patrol Unit has been in the city center and at the center of the action there for more than 30 years. Still like so many similar units all over the country, the MPU is constantly fighting for survival.",22,8,2/3/11,,,,,,,,
-122.444719,45.5284699,0,22.09 Gresham Painted Turtles,"While surveying an urban wetland in 2007, Gresham urban ecologist Laura Guderyahn stumbled across the only known population of native Western painted turtles east of the Willamette. Now she and community are joining forces to make sure this rare colony continues to thrive.",22,9,2/10/11,,,,,,,,
-123.1938417,44.6327626,0,22.09 LiDAR/Pits of Mystery,"The most revolutionary mapping technology in a century reveals something odd: dozens of “pits of mystery” in the Willamette Valley. LIDAR laser mapping also uncovers hidden landslides, hazard zones and a previously undiscovered volcano near Portland",22,9,2/10/11,,,,,,,,
-119.0458103,43.5944053,0,22.09 White-Nose Syndrome,"It’s been described as one of the worst wildlife disasters in our nation’s history Bats are dying by the millions all along the east coast due to a condition called white-nose syndrome., and the invasive fungus causing it is making its way towards Oregon, quickly. Can Oregon’s bats be saved? _x000B_We journey with bat biologist Pat Ormsbee to learn what white-nose syndrome is, how it’s spreading, and why it’s been so difficult to stop. _x000B_The one defensive more considered so far has been to keep people out of caves where they might spread the spores of the fungus that cause white-nose syndrome. But cavers like Matt Skeels of the Oregon High Desert Grotto are lukewarm to the idea._x000B_As of right now, there does not seem to be any way to keep white nose from reaching Oregon and killing Oregon’s bats._x000B_",22,9,2/10/11,,,,,,,,
-122.7004118,45.5240515,0,22.10 Heritage Trees,"Portland’s Heritage Tree program began in 1993 to recognize and preserve trees with special significance to the city by virtue of their size, age, type, or horticulture or history. We follow the selection committee made up of citizens and botanical experts as they assess this year’s nominees, with special concentration on the Zahner family’s southern Catalpa tree.",22,10,2/17/11,,,,,,,,
-121.982512,45.8091908,0,22.10 Lichen,"What could possibly be inspiring about that green stuff covering Oregon’s trees? For some, lichen is a wonderland of mystery and beauty that also teaches us volumes about the quality of the air we breathe.",22,10,2/17/11,,,,,,,,
-118.9544916,44.4127856,0,22.10 Rusty Crayfish,"Invasive crayfish from the east have been spotted for the 1st time west of the Rockies, in a river in Eastern Oregon and a stream in Corvallis. They were shipped to elementary schools for biology classes and then released where they don’t belong by well meaning children or their teachers. The shipments of live classroom specimens violates state wildlife laws but state authorities have chosen not to aggressively enforce the ban.",22,10,2/17/11,,,,,,,,
,,,22.10 Working Dogs for Conservation,Working Dogs for Conservation is a non-profit that uses the exceptional olfactory abilities of dogs to find rare plants and hard-to-find animals.,22,10,2/17/11,,,,,,,,
-120.141069,44.3008908,0,22.11 Astrophotography,Amateur photographers can now take pictures that rival images from NASA. Meet Tom Carrico who produces images you’d swear come from the Hubble space telescope. And visit the Oregon Star Party in central Oregon,22,11,3/3/11,,,,,,,,
,,,22.11 Hot Fish Cold Fish,,22,11,3/3/11,,,,,,,,
,,,22.11 Stand Up Paddle Board,,22,11,3/3/11,,,,,,,,
-124.2021861,43.6035992,0,22.12 Exploring the Oregon Dunes,"Oregon Field Guide goes deep into the sand bunker that is the Oregon Dunes to look explore the rich history, complex management issues and new recreational adventures that are shaping one of the most beautiful and unique landscapes in the West.",22,12,3/24/11,,,,,,,,
-122.750396,45.3660893,0,22.13 Amphibian Egg Masses,"The METRO regional government is restoring thousands of acres of natural space in the Portland metropolitan area. To track the success of these long-term efforts, they rely on volunteers to watch over the sensitive amphibians who breed in these areas during the Winter. We follow volunteer wildlife monitor Akiko Onuma from Hawaii as she marvels at the egg masses and gets a feel for Oregon's chilly wetlands in February.",22,13,3/31/11,,,,,,,,
-122.6157824,45.3535029,0,22.13 Lamprey Decline,"Populations of Eel-like lamprey have suddenly plummeted since the year 2000 in the Columbia Basin, surprising scientists. Lamprey numbers had increased for many years after the dams went in on the Columbia. Experts have built new ladders just for the lamprey to use to cross Bonneville Dam after learning they have great trouble with the conventional salmon ladders. Tribes, meanwhile, are restricting their harvest of this important cultural food.",22,13,3/31/11,,,,,,,,
-122.6018248,45.4894931,0,22.13 Mazama Archive,Oregon's Mazamas mountaineering organization has one of the best libraries on the subject in North America. We take a fascinating trip through this venerable archive and the mountain lore it contains with photo specialist and Mazama historian Jeff Thomas.,22,13,3/31/11,,,,,,,,
-122.9299999,42.2883049,0,23.01 and 28.18 Paragliding Race,"The Rat Race Paragliding event is like a yacht race in the sky, and attracts 160 of the best paragliding pilots in the world in a mesmerizing display of color and skill.",23,1,10/6/11,,,,,,,,
-119.0368325,43.5526944,0,23.01 Arctic White Geese,"Hundreds of thousands of migrating geese create a blizzard which blankets the sky and covers farmers’ fields. The birds move north from Klamath Falls to Summer Lake to the farms near Burns during their annual migration to the Arctic. The hungry birds create one of the easiest, closest wildlife viewing opportunities in the state.",23,1,10/6/11,,,,,,,,
-122.7288584,45.288417,0,23.01 Treeverse,"Filmmaker John Waller teams up with tall-tree arborists on an unprecedented “treeverse” through the canopy of Oregon white oaks near Canby. The 5-day quest will test the ingenuity and grit not only of the climbers but every shooter, rigger, and John himself. Why brave the cold, mud and storms of March in treetops? To find out if it can be done, sure. But also to celebrate the majestic beauty of these rapidly disappearing native groves.",23,1,10/6/11,,,,,,,,
-122.1836682,46.2654078,0,23.02 Elk at Mount St. Helens (follow-up),"Thousands of elk live have returned to the landscape around Mount St. Helens. Are there too many for the land to sustain? Scientists go to great lengths to count elk, measure their health and restore elk grazing land washed away in a flood.",23,2,10/13/11,,,,,,,,
-124.0762637,44.6762067,0,23.02 Lighthouse Photo Essay,Photo essay featuring various Oregon lighthouses.,23,2,10/13/11,,,,,,,,
-122.1752568,43.175742,0,23.02 Snowkiting,"Matt Thames grew up snowboarding in southern Oregon, but once he saw his first snowkite, he was hooked. Now he combines his love of snowboarding with “kiting” to reach heights of 80-100 feet.",23,2,10/13/11,,,,,,,,
-117.4153087,43.1118024,0,23.03 and 33.07 Photogeology Tour,A beautiful tour of the stunning Jordan Craters and Leslie Gulch as we learn more about the wonders of Oregon geology.,23,3,10/20/11,,,,,,,,
-120.2501319,44.640094,0,23.03 Bighorn Release,"ODFW continues 60 years of bighorn restoration with their latest release in historic sheep country near the John Day Fossil Beds. Within months many of the sheep had spread out through remote canyons and newborn lambs were leaping with them up cliffs. But one group of rams wandered another direction, leading to a serious setback which resulted in their deaths.",23,3,10/20/11,,,,,,,,
-122.6723461,45.2933706,0,23.03 Willamette Valley Fen,Have you ever heard of a fen? These unique geographic features used to be fairly common in Western Oregon and Washington but now they are rare. We visit what may be the last intact fen left in the Willamette Valley and see plant species that exist nowhere else.,23,3,10/20/11,,,,,,,,
-121.0741315,43.3843312,0,23.04 and 28.16 Jim Anderson,"""Raptorman"" Jim Anderson is one of Oregon’s most beloved naturalists. We celebrate his legacy and the many stories he’s been involved with over the decades on Oregon Field Guide.",23,3,10/20/11,,,,,,,,
-121.7216118,41.984446,0,23.04 Bald Eagle Recovery,More bald eagles spend the winter in Oregon than anywhere in the U.S. outside Alaska. The national symbol is no longer endangered. Yet there is one area in Oregon where eagles have trouble successfully hatching eggs.,23,4,10/27/11,,,,,,,,
-122.3204807,45.2959017,0,23.04 Cyclocross,"Cyclocross is the muddiest, toughest and most bruising 45 minutes in cycling.",23,4,10/27/11,,,,,,,,
,,,23.04 Jim Anderson,Jim Anderson is one of Oregon�s most beloved naturalists. We celebrate his legacy and the many stories he�s been involved with over the decades on Oregon Field�Guide.,23,4,10/27/11,,,,,,,,
-119.6369778,42.4922921,0,23.05 and 33.10 Nature Sound Recording,"John Hartog is a nature sound recordist. Just as painters paint a landscape, or photographers photograph it, John heads into the countryside (Sauvie Island and Hart Mountain Antelope Refuge) with a microphone and a recording deck to capture the natural sounds of wild Oregon. These audio ‘snapshots’ in time tell us something about the place we live, and the wildlife that share it with us.",23,5,11/3/11,,,,,,,,
-122.6238815,44.8671364,0,23.05 Silver Falls State Park,"1.5 million people every year make Silver Falls State Park the most popular state park in Oregon. They may be surprised to learn that 80 years ago that a town sat there, the area was full of stumps and the biggest waterfall was a daredevil’s playground. Silver Falls was saved by a single-minded photographer determined to protect it for everyone to enjoy.",23,5,11/3/11,,,,,,,,
-116.9720787,45.5481178,0,23.05 Zumwalt Cooperation,"Despite a century of cattle grazing, Oregon�s Zumwalt Prairie remains healthy. A new study by Oregon State University shows low to moderate levels of grazing does not harm the survival of ground nesting birds. The Nature Conservancy�s Zumwalt Prairie Preserve also allows grazing in a rare partnership of ranchers and�conservationists.",23,5,11/3/11,,,,,,,,
-121.7044341,45.3855505,0,23.06 Avalanche Safety,"We follow students taking a level-one avalanche course with regional expert Glenn Kessler. The course includes snow profile analysis, avalanche beacon drills and basic snow science.",23,6,11/10/11,,,,,,,,
-123.9206189,46.2065747,0,23.06 Fish Quotas,Join a trawler on the high seas as he makes the worst catch imaginable: highly restricted canary rockfish. He must handle the unwanted haul under a brand new set of rules imposed on the industry in 2011. Catch shares now give out individual quotas of fish and hold those trawlers accountable when they catch too many. It’s the biggest change to west coast trawling in 50 years.,23,6,11/10/11,,,,,,,,
-122.0548645,45.2274043,0,23.06 Music in Nature,"We follow musicians Deklun and Pace from Mount Hood to the coast as they find natural homes for their unique Electronic/trumpet musical improvisations. With a 1000 watt sound system, a computer and a trumpet, they don’t play for crowds. They play for an audience of nature alone.",23,6,11/10/11,,,,,,,,
-121.7500291,45.703848,0,23.07 Columbia Gorge: The Fight for Paradise,"As the Columbia River Gorge National Scenic Act turns 25, a look back at its dual mandate of protection and economic development.",23,7,11/17/11,,,,,,,,
-124.1733277,43.6057362,0,23.08 Open Water Swim,"When you think about competitive swimming you probably picture what you see at the Olympics. Long pools. One swimmer per lane. But many people prefer something different: swimming across open lakes. Late in the summer of 2011, Eel Lake near Coos Bay, Oregon featured some serious racing - and a goofy obstacle course.",23,8,2/2/12,,,,,,,,
-118.8384354,44.121483,0,23.08 Pine Butterflies,"An exceedingly rare population explosion of pine butterflies fills the Malheur National Forest with a virtual snowstorm in August. The mysterious outbreak may occur for 2 or 3 years and then disappear for 3 decades. The beauty extracts a price: the butterflies, while caterpillars, ate needles off 250,000 acres of trees.",23,8,2/2/12,,,,,,,,
